Pair.Name	Ligand	Receptor	Source	Databases	Evidence	PMIDs
CSF3_CSF1R	CSF3	CSF1R	known	IUPHAR,HPMR.Receptor	literature supported	
CSF3_CSF3R	CSF3	CSF3R	known	DLRP,IUPHAR,HPRD,HPMR.Receptor	literature supported	10364174
CSH1_PRLR	CSH1	PRLR	known	IUPHAR,HPRD,HPMR.Receptor	literature supported	10966654
CSH2_PRLR	CSH2	PRLR	known	IUPHAR,HPMR.Receptor	literature supported	
CSHL1_GHR	CSHL1	GHR	novel	STRING.binding,STRING.experiment,HPMR.Receptor	putative	
CSHL1_PRLR	CSHL1	PRLR	known	IUPHAR,HPMR.Receptor	literature supported	
CTF1_IL6ST	CTF1	IL6ST	known	DLRP,HPRD,HPMR.Receptor	literature supported	11834704
CTF1_LIFR	CTF1	LIFR	known	DLRP,HPRD,STRING.binding,HPMR.Receptor	literature supported	11834704
CTGF_ERBB4	CTGF	ERBB4	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	12297288
CTGF_ITGA5	CTGF	ITGA5	novel		literature supported	18167060
CTGF_ITGAM	CTGF	ITGAM	known	HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12736251
CTGF_ITGB2	CTGF	ITGB2	known	HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12736251
CTGF_LRP1	CTGF	LRP1	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	14585398
CTGF_LRP6	CTGF	LRP6	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	15105373
CTGF_NTRK1	CTGF	NTRK1	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	15601748
CTHRC1_FZD3	CTHRC1	FZD3	novel		literature supported	18606138
CTHRC1_FZD5	CTHRC1	FZD5	novel	STRING.binding,HPMR.Receptor	literature supported	18606138
CTHRC1_FZD6	CTHRC1	FZD6	novel	STRING.binding,HPMR.Receptor	literature supported	18606138
CUBN_LRP2	CUBN	LRP2	novel	HPRD,STRING.binding,HPMR.Receptor	literature supported	11994745,11595644
CX3CL1_CX3CR1	CX3CL1	CX3CR1	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	11432858,14607932,9931005,9390561
CXCL10_CCR3	CXCL10	CCR3	known	IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	11110785
CXCL10_CXCR3	CXCL10	CXCR3	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9064356,12884299,9660793,15761110,12571234,10233762
CXCL10_SDC4	CXCL10	SDC4	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	20484822
CXCL11_ACKR3	CXCL11	ACKR3	known	IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	
CXCL11_CCR3	CXCL11	CCR3	known	IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	11110785
CXCL11_CXCR3	CXCL11	CXCR3	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12884299,15761110,15273303,9625760
CXCL12_ACKR3	CXCL12	ACKR3	known	HPMR,IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	16107333,20956518,23396314
CXCL12_CCR4	CXCL12	CCR4	novel	STRING.experiment,HPMR.Ligand,HPMR.Receptor	putative	
CXCL12_CD4	CXCL12	CD4	novel	HPRD,HPMR.Ligand	literature supported	10600606
CXCL12_CXCR3	CXCL12	CXCR3	known	HPMR,IUPHAR,HPMR.Ligand,HPMR.Receptor	literature supported	9660793
CXCL12_CXCR4	CXCL12	CXCR4	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	8752280,12714578,9551924,9712844,10233851,8752281
CXCL12_ITGB1	CXCL12	ITGB1	novel		literature supported	18448868
CXCL12_SDC4	CXCL12	SDC4	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
CXCL13_ACKR4	CXCL13	ACKR4	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10706668
CXCL13_CCR10	CXCL13	CCR10	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10706668
CXCL13_CXCR3	CXCL13	CXCR3	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	11554781
CXCL13_CXCR5	CXCL13	CXCR5	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9463416,9486651,9463416
CXCL13_HTR2A	CXCL13	HTR2A	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
CXCL13_OPRD1	CXCL13	OPRD1	novel	STRING.binding,HPMR.Ligand	putative	
CXCL16_CXCR6	CXCL16	CXCR6	known	HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	14625285,11290797,11017100,11290797
CXCL1_CXCR1	CXCL1	CXCR1	known	HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12964882,1379593,8702798
CXCL1_CXCR2	CXCL1	CXCR2	known	DLRP,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	1379593,10188995,8940121,8550564,8702798,1379593
CXCL1_DARC	CXCL1	DARC	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12734373,7592830
CXCL2_CXCR1	CXCL2	CXCR1	known	HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	12964882,9260277
CXCL2_CXCR2	CXCL2	CXCR2	known	DLRP,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	8702798,9260277
CXCL2_XCR1	CXCL2	XCR1	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	10518929
CXCL3_CXCR1	CXCL3	CXCR1	known	HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	12964882,8702798
CXCL3_CXCR2	CXCL3	CXCR2	known	DLRP,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	8702798
CXCL5_CXCR1	CXCL5	CXCR1	known	DLRP,HPMR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12964882,9692902,8702798
CXCL5_CXCR2	CXCL5	CXCR2	known	DLRP,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	8702798,9692902,8702798
CXCL5_DARC	CXCL5	DARC	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	13679391
CXCL6_CXCR1	CXCL6	CXCR1	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12964882,9692902,10593335,9692902
CXCL6_CXCR2	CXCL6	CXCR2	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12964882,9692902,10593335,9692902
CXCL9_CCR3	CXCL9	CCR3	known	IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	11110785
CXCL9_CXCR3	CXCL9	CXCR3	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12884299,9660793,15761110,12782716
CYR61_CAV1	CYR61	CAV1	novel	STRING.binding,HPMR.Ligand	putative	
CYR61_ITGA5	CYR61	ITGA5	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	9446626
CYR61_ITGAM	CYR61	ITGAM	known	HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12036876
CYR61_ITGAV	CYR61	ITGAV	novel	HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	10821835,11287419
CYR61_ITGB2	CYR61	ITGB2	known	HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12036876
CYR61_ITGB3	CYR61	ITGB3	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	9446626
CYR61_ITGB5	CYR61	ITGB5	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	11287419
DCN_EGFR	DCN	EGFR	novel	HPRD,STRING.binding,STRING.experiment,HPMR.Receptor	literature supported	12105206,9988678
DCN_ERBB4	DCN	ERBB4	novel	STRING.binding,HPMR.Receptor	literature supported	10942781
DCN_MET	DCN	MET	novel		literature supported	10942781
DEFB103A_CCR6	DEFB103A	CCR6	novel	HPRD,HPMR.Receptor	literature supported	11714836
DEFB103B_CCR2	DEFB103B	CCR2	novel		literature supported	23390582
DEFB103B_CCR6	DEFB103B	CCR6	novel		literature supported	23390582
DEFB1_CCR6	DEFB1	CCR6	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12149255
DEFB4A_CCR6	DEFB4A	CCR6	known	IUPHAR,HPRD,STRING.binding,HPMR.Receptor	literature supported	10521347,11714836
DEFB4A_TLR4	DEFB4A	TLR4	novel	HPRD,HPMR.Receptor	literature supported	12411706
DEFB4B_CCR6	DEFB4B	CCR6	known	IUPHAR,HPMR.Receptor	literature supported	10521347
DHH_BOC	DHH	BOC	novel	STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	20519495
DHH_CDON	DHH	CDON	novel	STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	20519495
DHH_HHIP	DHH	HHIP	known	HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	10050855,11435703
DHH_PTCH1	DHH	PTCH1	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9811851
DHH_PTCH2	DHH	PTCH2	known	HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9811851
DKK1_KREMEN1	DKK1	KREMEN1	known	HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12050670
DKK1_KREMEN2	DKK1	KREMEN2	known	HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12050670
DKK1_LRP5	DKK1	LRP5	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	11516963
DKK1_LRP6	DKK1	LRP6	known	HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	11357136,11448771
DKK2_KREMEN2	DKK2	KREMEN2	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12527209
DKK2_LRP6	DKK2	LRP6	known	HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	11357136,11742004,11357136
DLK1_NOTCH1	DLK1	NOTCH1	known	DLRP,STRING.binding,HPMR.Receptor	literature supported	21419176
DLK1_NOTCH2	DLK1	NOTCH2	known	DLRP,HPMR.Receptor	putative	
DLK1_NOTCH3	DLK1	NOTCH3	known	DLRP,HPMR.Receptor	putative	
DLK1_NOTCH4	DLK1	NOTCH4	known	DLRP,HPMR.Receptor	putative	
DLK2_NOTCH1	DLK2	NOTCH1	novel		literature supported	21419176
DLL1_NOTCH1	DLL1	NOTCH1	known	DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9819428,11006133
DLL1_NOTCH2	DLL1	NOTCH2	known	DLRP,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	10958687
DLL1_NOTCH3	DLL1	NOTCH3	known	DLRP,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12482954,11006133
DLL1_NOTCH4	DLL1	NOTCH4	known	DLRP,HPMR.Ligand,HPMR.Receptor	putative	
DLL3_NOTCH1	DLL3	NOTCH1	known	DLRP,HPMR.Ligand,HPMR.Receptor	putative	
DLL3_NOTCH2	DLL3	NOTCH2	known	DLRP,HPMR.Ligand,HPMR.Receptor	putative	
DLL3_NOTCH3	DLL3	NOTCH3	known	DLRP,HPMR.Ligand,HPMR.Receptor	putative	
DLL3_NOTCH4	DLL3	NOTCH4	known	DLRP,HPMR.Ligand,HPMR.Receptor	putative	
DLL4_NOTCH1	DLL4	NOTCH1	known	DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	16219802,10837024,11739188
DLL4_NOTCH2	DLL4	NOTCH2	known	DLRP,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	22842086
DLL4_NOTCH3	DLL4	NOTCH3	known	DLRP,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	18182388
DLL4_NOTCH4	DLL4	NOTCH4	known	DLRP,HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	16219802,12814948
DSCAM_DCC	DSCAM	DCC	novel	STRING.binding,HPMR.Receptor	putative	
EBI3_IL27RA	EBI3	IL27RA	novel	HPRD,STRING.binding,	literature supported	12121660
EBI3_IL6ST	EBI3	IL6ST	novel	STRING.binding,HPMR.Receptor	putative	
ECM1_CACHD1	ECM1	CACHD1	novel	STRING.binding,	putative	
EDA_EDA2R	EDA	EDA2R	known	HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	12084975,11039935,12270937
EDA_EDAR	EDA	EDAR	known	HPMR,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12084975,11039935,11309369
EDIL3_ITGAV	EDIL3	ITGAV	novel	HPRD,STRING.binding,HPMR.Receptor	literature supported	11959660
EDIL3_ITGB5	EDIL3	ITGB5	novel	STRING.binding,HPMR.Receptor	putative	
EDN1_EDNRA	EDN1	EDNRA	known	HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9082970,7647976,10770212
EDN1_EDNRB	EDN1	EDNRB	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12972292
EDN1_ELTD1	EDN1	ELTD1	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
EDN1_KEL	EDN1	KEL	novel	HPRD,HPMR.Ligand	literature supported	10438732
EDN2_EDNRA	EDN2	EDNRA	known	HPMR,IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	2175397,9082970,7647976
EDN2_EDNRB	EDN2	EDNRB	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	14659083
EDN2_KEL	EDN2	KEL	novel	HPRD,HPMR.Ligand	literature supported	10438732
EDN3_EDNRA	EDN3	EDNRA	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	11982704
EDN3_EDNRB	EDN3	EDNRB	known	HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	8001160,8086489,7524189,8460684,8904635,11982704
EDN3_KEL	EDN3	KEL	novel	HPRD,HPMR.Ligand	literature supported	10438732
EFEMP1_EGFR	EFEMP1	EGFR	novel	STRING.binding,HPMR.Receptor	literature supported	19804359
EFEMP2_AQP1	EFEMP2	AQP1	novel	HPRD,	literature supported	16189514
EFEMP2_CATSPER1	EFEMP2	CATSPER1	novel	HPRD,	literature supported	16189514
EFEMP2_LINGO1	EFEMP2	LINGO1	novel	HPRD,HPMR.Receptor	literature supported	16189514
EFEMP2_PLSCR4	EFEMP2	PLSCR4	novel	HPRD,	literature supported	16189514
EFNA1_EPHA1	EFNA1	EPHA1	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,8755474,11519828
EFNA1_EPHA2	EFNA1	EPHA2	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	11248553,14692877,8755474,7973638
EFNA1_EPHA3	EFNA1	EPHA3	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,8070404
EFNA1_EPHA4	EFNA1	EPHA4	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,8755474
EFNA1_EPHA5	EFNA1	EPHA5	known	DLRP,HPMR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,8755474
EFNA1_EPHA6	EFNA1	EPHA6	known	HPMR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,8755474
EFNA1_EPHA7	EFNA1	EPHA7	known	DLRP,HPMR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,8755474
EFNA1_EPHA8	EFNA1	EPHA8	known	DLRP,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10515610
EFNA1_EPHB1	EFNA1	EPHB1	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	8755474,7973638,8070404
EFNA1_EPHB6	EFNA1	EPHB6	novel	STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	putative	
EFNA2_EPHA1	EFNA2	EPHA1	known	DLRP,HPMR.Ligand,HPMR.Receptor	putative	
EFNA2_EPHA2	EFNA2	EPHA2	known	DLRP,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	8755474
EFNA2_EPHA3	EFNA2	EPHA3	known	DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,9751130
EFNA2_EPHA4	EFNA2	EPHA4	known	DLRP,HPMR,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9330863
EFNA2_EPHA5	EFNA2	EPHA5	known	DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,10531456
EFNA2_EPHA6	EFNA2	EPHA6	known	HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9330863
EFNA2_EPHA7	EFNA2	EPHA7	known	DLRP,HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9330863
EFNA2_EPHA8	EFNA2	EPHA8	known	DLRP,HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	9330863
EFNA3_EPHA1	EFNA3	EPHA1	known	DLRP,HPMR.Ligand,HPMR.Receptor	literature supported	16466970
EFNA3_EPHA2	EFNA3	EPHA2	known	DLRP,HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,12907451
EFNA3_EPHA3	EFNA3	EPHA3	known	DLRP,HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	9330863
EFNA3_EPHA4	EFNA3	EPHA4	known	DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,12496762
EFNA3_EPHA5	EFNA3	EPHA5	known	DLRP,HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,10516308
EFNA3_EPHA6	EFNA3	EPHA6	known	HPMR,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9330863
EFNA3_EPHA7	EFNA3	EPHA7	known	DLRP,HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,10366629
EFNA3_EPHA8	EFNA3	EPHA8	known	DLRP,HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	9330863
EFNA3_EPHB1	EFNA3	EPHB1	known	HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	9330863
EFNA3_EPHB6	EFNA3	EPHB6	novel	STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	putative	
EFNA4_EPHA1	EFNA4	EPHA1	known	DLRP,HPMR.Ligand,HPMR.Receptor	putative	
EFNA4_EPHA2	EFNA4	EPHA2	known	DLRP,HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,10607706,8755474
EFNA4_EPHA3	EFNA4	EPHA3	known	DLRP,HPMR.Ligand,HPMR.Receptor	literature supported	8755474
EFNA4_EPHA4	EFNA4	EPHA4	known	DLRP,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10366629
EFNA4_EPHA5	EFNA4	EPHA5	known	DLRP,HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,10607706,8755474
EFNA4_EPHA6	EFNA4	EPHA6	known	HPMR,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,10607706
EFNA4_EPHA7	EFNA4	EPHA7	known	DLRP,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	8755474
EFNA4_EPHA8	EFNA4	EPHA8	known	DLRP,HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	10515610
EFNA5_EPHA1	EFNA5	EPHA1	known	DLRP,HPMR.Ligand,HPMR.Receptor	putative	
EFNA5_EPHA2	EFNA5	EPHA2	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,9245480
EFNA5_EPHA3	EFNA5	EPHA3	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,9751130,9195962,9245480
EFNA5_EPHA4	EFNA5	EPHA4	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,8755474
EFNA5_EPHA5	EFNA5	EPHA5	known	DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,10531456
EFNA5_EPHA6	EFNA5	EPHA6	known	HPMR,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9330863
EFNA5_EPHA7	EFNA5	EPHA7	known	DLRP,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	10366629
EFNA5_EPHA8	EFNA5	EPHA8	known	DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,11416136
EFNA5_EPHB1	EFNA5	EPHB1	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	9245480
EFNA5_EPHB2	EFNA5	EPHB2	known	HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	15107857
EFNA5_EPHB6	EFNA5	EPHB6	novel	STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	15107857
EFNB1_EPHA4	EFNB1	EPHA4	known	DLRP,STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
EFNB1_EPHA6	EFNB1	EPHA6	novel	STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	putative	
EFNB1_EPHB1	EFNB1	EPHB1	known	DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,11713248,10669731,12223469
EFNB1_EPHB2	EFNB1	EPHB2	known	DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,8878483
EFNB1_EPHB3	EFNB1	EPHB3	known	DLRP,HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9330863
EFNB1_EPHB4	EFNB1	EPHB4	known	DLRP,HPMR,HPMR.Ligand,HPMR.Receptor	literature supported	9330863
EFNB1_EPHB6	EFNB1	EPHB6	known	DLRP,HPMR,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	11713248
EFNB1_ERBB2	EFNB1	ERBB2	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	22279592
EFNB2_EPHA3	EFNB2	EPHA3	novel	HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	8559144
EFNB2_EPHA4	EFNB2	EPHA4	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,12761826
EFNB2_EPHA6	EFNB2	EPHA6	novel	STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	10648835
EFNB2_EPHB1	EFNB2	EPHB1	known	DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,10066262,8559144
EFNB2_EPHB2	EFNB2	EPHB2	known	DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,11780069
EFNB2_EPHB3	EFNB2	EPHB3	known	DLRP,HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9330863
EFNB2_EPHB4	EFNB2	EPHB4	known	DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	7534404,12051776,9718367
EFNB2_EPHB6	EFNB2	EPHB6	known	DLRP,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	10648835
EFNB2_GRM1	EFNB2	GRM1	novel	HPRD,HPMR.Ligand,HPMR.Receptor	literature supported	15745950
EFNB2_GRM5	EFNB2	GRM5	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	15745950
EFNB2_PECAM1	EFNB2	PECAM1	novel	HPRD,HPMR.Ligand	literature supported	16357318
EFNB2_RHBDL2	EFNB2	RHBDL2	novel	HPRD,HPMR.Ligand	literature supported	15047175
EFNB3_EPHA4	EFNB3	EPHA4	known	DLRP,HPMR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	12649481),12383247,9484836
EFNB3_EPHB1	EFNB3	EPHB1	known	DLRP,STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
EFNB3_EPHB2	EFNB3	EPHB2	known	DLRP,HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9330863
EFNB3_EPHB3	EFNB3	EPHB3	known	DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	9330863,9484836
EFNB3_EPHB4	EFNB3	EPHB4	known	DLRP,HPMR.Ligand,HPMR.Receptor	literature supported	8755474
EFNB3_EPHB6	EFNB3	EPHB6	known	DLRP,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	putative	
EFNB3_RHBDL2	EFNB3	RHBDL2	novel	HPRD,HPMR.Ligand	literature supported	15047175
EGFL8_NCR3	EGFL8	NCR3	novel	STRING.binding,HPMR.Receptor	putative	
EGF_CAV1	EGF	CAV1	novel	STRING.binding,HPMR.Ligand	putative	
EGF_EGFR	EGF	EGFR	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	6289330,12093292,12620237,10788520,16274239,15620700,12297050
EGF_ERBB2	EGF	ERBB2	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12093292
EGF_ERBB3	EGF	ERBB3	novel	HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	12093292
EGF_ERBB4	EGF	ERBB4	novel	STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9305636
EGF_FSHR	EGF	FSHR	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
EPGN_EGFR	EPGN	EGFR	known	IUPHAR,HPMR.Receptor	literature supported	
EPO_EPOR	EPO	EPOR	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor	literature supported	9442088,16982323,10318834,9808045
EREG_EGFR	EREG	EGFR	known	DLRP,HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor	literature supported	8626392,9419975
EREG_ERBB2	EREG	ERBB2	novel	STRING.binding,HPMR.Ligand,HPMR.Receptor	putative	
